,LONGITUDE,LATITUDE,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION
12599,-7541.168800000101,4864920.726800002,1,1,106,2
16403,-7682.559099998325,4864932.3116,1,0,220,2
9427,-7683.855900000781,4864930.357900001,1,0,224,2
17740,-7596.6486999988565,4864983.354699999,1,0,112,2
17390,-7644.94530000165,4864948.8147,3,0,230,2
3789,-7332.1088000014415,4864822.170999996,1,2,126,2
17489,-7638.807999998331,4864907.044100001,1,0,211,2
18568,-7366.256599999964,4864841.1159000015,0,2,129,2
6418,-7458.412799999118,4864852.194799997,3,1,214,2
16416,-7645.041900001466,4864948.917999998,1,0,229,2
4219,-7313.731119778006,4864792.063410872,1,2,136,1
14913,-7332.1088000014415,4864822.170999996,1,2,126,2
11609,-7324.080699998885,4864817.717,2,2,132,2
19296,-7311.829500000924,4864805.7271,0,2,120,2
13268,-7325.23409999907,4864818.356799996,2,2,131,2
3088,-7348.012899998575,4864758.103299998,3,2,239,2
18163,-7638.830899998547,4864999.286200002,3,0,119,2
9491,-7609.2503999993205,4864978.160700001,2,0,104,2
13466,-7541.168800000101,4864920.726800002,1,1,106,2
3052,-7390.761199999601,4864835.141000004,4,2,147,2
10513,-7661.473499998449,4864934.3435999965,3,0,228,2
19382,-7478.544700000434,4864887.150899999,3,1,2,2
8432,-7373.052799999715,4864844.886500001,2,2,119,2
2655,-7316.963899999857,4864795.2365000015,4,2,141,2
3080,-7363.996100001038,4864764.880800001,3,2,228,2
3657,-7390.734700001776,4864835.035099998,1,2,141,2
4573,-7374.347500000149,4864845.604699999,1,2,115,2
10020,-7642.445999998598,4865016.687799999,3,0,123,2
15167,-7426.627799998969,4864896.057800001,0,1,249,2
10835,-7633.236699998379,4864965.063299999,2,0,132,2
11420,-7682.559099998325,4864932.3116,3,0,221,2
3575,-7435.377900000662,4864892.818000004,0,1,231,2
4198,-7324.582886133344,4864813.8198470175,1,2,129,1
12001,-7339.191616758703,4864755.2508204505,1,2,216,1
2792,-7355.670499999076,4864760.262000002,3,2,234,2
1961,-7329.376800000668,4864825.210199997,3,2,129,2
2206,-7318.160399999469,4864814.879600003,3,2,126,2
4602,-7308.779111966491,4864804.134827018,1,2,133,1
4802,-7539.413493216038,4864923.973005973,3,1,104,1
8555,-7632.1528999991715,4864981.863899998,2,0,140,2
3272,-7450.481994569302,4864817.724448785,0,1,247,1
8099,-7618.763300001621,4864975.433799997,1,0,101,2
11819,-7366.449900001286,4864770.2973000035,1,2,224,2
8840,-7323.883299998939,4864822.1624,2,2,112,2
6580,-7414.873469986021,4864881.276651077,2,1,202,1
14736,-7457.665500000118,4864823.6099999985,0,1,247,2
17506,-7662.008200000972,4864934.443599999,1,0,227,2
6729,-7359.297899998724,4864837.255099997,0,2,127,2
3230,-7337.716099999845,4864825.2817,4,2,134,2
19165,-7394.577824883163,4864836.924705662,1,2,140,1
3554,-7404.491683006287,4864890.4166426435,0,1,244,1
12223,-7385.526399999857,4864838.958999999,4,2,101,2
8585,-7594.736999999732,4864983.902400002,2,0,111,2
8306,-7311.919399999082,4864808.963799998,3,2,132,2
14258,-7390.620600000025,4864836.055799998,2,2,143,2
10392,-7634.934135507791,4865007.513685353,2,0,128,1
3392,-7445.557873841374,4864826.589670561,0,1,202,1
16077,-7622.054600000381,4864976.294200003,0,0,111,2
19628,-7559.637499999255,4864871.639600001,3,1,106,2
7642,-7659.935300000012,4864938.7962,1,0,214,2
547,-7527.451099999249,4864929.146399997,2,1,101,2
16286,-7683.855900000781,4864930.357900001,3,0,225,2
4570,-7381.686900001019,4864845.7553,1,2,102,2
1855,-7384.873199999332,4864780.518700004,2,2,204,2
16716,-7689.513399999589,4864928.736100003,2,0,225,2
4749,-7537.321899998933,4864895.775700003,3,1,113,2
6590,-7457.927200000732,4864831.2908999985,2,1,212,2
9903,-7640.98050000146,4865006.785599999,1,0,121,2
15417,-7366.242400001734,4864841.108000003,1,2,118,2
3073,-7370.614700000732,4864768.552900001,3,2,224,2
7645,-7669.247800000012,4864936.126800002,1,0,217,2
18781,-7332.1088000014415,4864822.170999996,1,2,126,2
9722,-7549.37943457067,4864878.413713895,1,1,107,1
9845,-7675.352499999107,4864932.862899996,0,0,219,2
18791,-7316.86719999835,4864813.714900002,1,2,131,2
19910,-7404.436200000346,4864808.869900003,1,2,215,2
3693,-7410.692299999297,4864890.038199998,0,1,243,2
2840,-7332.1088000014415,4864822.170999996,4,2,135,2
14293,-7380.934599999338,4864847.235600002,3,2,103,2
18146,-7611.129000000656,4864977.622000001,3,0,103,2
12623,-7327.958599999547,4864824.4234,4,2,116,2
6415,-7432.44810000062,4864883.152999997,3,1,203,2
11069,-7535.209515403956,4864948.090411805,1,1,105,1
14055,-7311.919399999082,4864808.963799998,2,2,135,2
7336,-7640.289599999785,4865009.164800003,3,0,125,2
438,-7519.152399998158,4864949.532200001,2,1,103,2
4039,-7337.716099999845,4864825.2817,1,2,125,2
5742,-7359.297899998724,4864837.255099997,0,2,127,2
13400,-7323.883299998939,4864822.1624,2,2,112,2
2675,-7392.357000000775,4864780.615599996,3,2,216,2
11770,-7405.654399998486,4864801.9548999965,1,2,201,2
19816,-7537.092713735999,4864945.534232535,3,1,116,1
14045,-7316.906800001859,4864818.2918,2,2,114,2
18848,-7359.331099998206,4864837.273500003,1,2,120,2
14577,-7381.686900001019,4864845.7553,1,2,102,2
2023,-7329.376800000668,4864825.210199997,3,2,129,2
15972,-7594.264100000262,4864982.456100002,3,0,108,2
4182,-7316.906800001859,4864818.291699998,1,2,113,2
1630,-7516.474500000478,4864844.597199999,2,1,6,2
10036,-7637.002300001681,4864905.532300003,3,0,208,2
3015,-7356.611999999732,4864840.320100002,4,2,112,2
16793,-7628.134500000626,4864977.021200001,3,0,135,2
1248,-7413.921399999409,4864785.033399999,4,2,206,2
7247,-7641.5731999985865,4865008.853,2,0,124,2
16503,-7587.102299999446,4864986.090999998,3,0,109,2
8678,-7669.247800000012,4864936.126800002,3,0,218,2
7357,-7646.775800000876,4864926.0546,3,0,214,2
19010,-7357.6981999985865,4864840.922600001,0,2,140,2
5816,-7381.292899999766,4864778.532499999,0,2,204,2
13383,-7524.514299999922,4864934.194600001,0,1,119,2
10142,-7524.514299999922,4864934.194600001,1,1,102,2
10219,-7311.919399999082,4864808.963799998,2,2,135,2
2776,-7383.265599999577,4864777.661399998,3,2,221,2
9146,-7682.084399998189,4864930.865400001,3,0,226,2
8696,-7533.837600000203,4864939.373000003,0,1,122,2
576,-7491.030633945018,4864865.38593483,2,1,2,1
5744,-7359.297899998724,4864837.255099997,0,2,127,2
15938,-7594.736999999732,4864983.902400002,2,0,111,2
14529,-7317.012499999255,4864795.1489999965,1,2,136,2
17904,-7628.134500000626,4864977.021200001,3,0,135,2
16899,-7618.763300001621,4864975.433799997,1,0,101,2
11789,-7330.097966965288,4864762.291488789,1,2,217,1
11100,-7390.734700001776,4864835.034999996,2,2,144,2
16790,-7639.7153999991715,4865007.160400003,3,0,126,2
15053,-7423.182180404663,4864855.7189594135,0,1,217,1
2732,-7315.743400000036,4864802.071500003,4,2,122,2
3163,-7397.859799999744,4864783.668200001,3,2,214,2
12346,-7541.168800000101,4864920.726800002,1,1,106,2
97,-7363.996100001038,4864764.880800001,3,2,228,2
16886,-7611.0564999990165,4864981.801700003,0,0,120,2
16024,-7691.338399998844,4864928.212899998,3,0,223,2
16147,-7689.513399999589,4864928.736100003,1,0,223,2
12863,-7519.0086999982595,4864949.4529,1,1,103,2
19264,-7370.127824570984,4864839.087595038,0,2,130,1
19117,-7333.1832000017175,4864822.766999997,0,2,108,2
6059,-7329.403700001538,4864820.6699,0,2,106,2
365,-7511.5214999988675,4864853.5402000025,2,1,7,2
17641,-7659.935300000012,4864938.7962,3,0,215,2
15329,-7316.4574000015855,4864800.7843,1,2,135,2
5555,-7466.963700000197,4864820.413199998,2,1,211,2
18674,-7353.723400000484,4864834.1625000015,1,2,121,2
14216,-7314.132500000298,4864816.752599998,2,2,115,2
14385,-7312.662200000137,4864807.624899998,2,2,136,2
8758,-7311.919399999082,4864808.963799998,3,2,132,2
13813,-7352.339699998499,4864837.9498,3,2,110,2
18676,-7310.764899998902,4864807.6461,0,2,125,2
7838,-7363.282400000841,4864844.020599999,3,2,108,2
2858,-7413.955299999566,4864787.794299996,3,2,205,2
13650,-7363.282400000841,4864844.020599999,3,2,108,2
8701,-7568.939100001007,4864876.265799998,0,1,113,2
5536,-7333.069099999964,4864771.151100002,0,2,209,2
8545,-7596.6486999988565,4864983.354699999,1,0,112,2
18521,-7360.5392999984315,4864837.943800002,0,2,128,2
18111,-7618.763300001621,4864975.433799997,2,0,101,2
3162,-7392.357000000775,4864780.615599996,3,2,216,2
2364,-7390.435400001706,4864835.897,4,2,146,2
8639,-7596.6486999988565,4864983.354699999,3,0,112,2
884,-7519.152399998158,4864949.532200001,2,1,103,2
4072,-7373.052799999715,4864844.886500001,1,2,116,2
2950,-7317.526099998503,4864794.559299998,4,2,142,2
10205,-7337.52419999987,4864829.7302,2,2,109,2
16290,-7650.165600001811,4864937.056900002,3,0,234,2
8353,-7572.053273737431,4864882.3671180615,1,1,111,1
4944,-7527.402600001544,4864929.238300003,3,1,101,2
1382,-7524.570399999618,4864934.093000002,2,1,102,2
8664,-7641.3297999985525,4864920.629500002,3,0,204,2
8345,-7560.377608112991,4864859.336898372,1,1,108,1
8892,-7377.078269988298,4864842.961438999,2,2,118,1
19718,-7559.524500001222,4864887.665399998,3,1,108,2
17979,-7639.417199999094,4865001.277099997,0,0,128,2
13111,-7311.919399999082,4864808.963799998,2,2,135,2
8217,-7632.033700000496,4864987.610399999,3,0,128,2
4698,-7559.637499999255,4864871.639600001,3,1,106,2
10894,-7667.3517999984315,4864936.670500003,2,0,218,2
4104,-7435.137299999595,4864861.7101000035,0,1,216,2
7754,-7635.040800001472,4864986.063900001,3,0,116,2
9656,-7330.597199998796,4864821.779299997,3,2,123,2
11786,-7331.463799998164,4864768.513700001,1,2,207,2
13232,-7535.450800001621,4864931.182300001,0,1,117,2
612,-7413.921399999409,4864785.033399999,3,2,206,2
12532,-7310.057300001383,4864815.156599999,4,2,119,2
16916,-7638.854200001805,4864999.367600001,1,0,119,2
8449,-7592.718600001186,4864984.430299997,0,0,119,2
2521,-7376.904599998145,4864852.029399999,4,2,106,2
1096,-7413.955299999566,4864787.794299996,4,2,205,2
61,-7408.288427382708,4864803.464716807,3,2,201,1
10119,-7321.02769311145,4864812.07116285,3,2,126,1
11765,-7331.496599998325,4864767.7711,1,2,206,2
9324,-7324.080699998885,4864817.717,2,2,132,2
12056,-7324.080699998885,4864817.717,1,2,129,2
15739,-7338.857999999076,4864825.9152000025,1,2,124,2
15212,-7367.458799999206,4864841.782799996,1,2,117,2
15384,-7444.290800001472,4864876.6844,0,1,224,2
7591,-7637.225699998437,4864993.806299998,0,0,126,2
14568,-7360.497299998999,4864837.920500003,1,2,119,2
13343,-7316.963899999857,4864795.2365000015,3,2,136,2
5568,-7423.048200000077,4864877.7091000015,2,1,202,2
978,-7354.719900000841,4864761.8244,3,2,235,2
7263,-7587.102299999446,4864986.090999998,2,0,109,2
19648,-7536.584399998189,4864918.1096,3,1,101,2
16958,-7646.206399999559,4864932.4318,1,0,234,2
3476,-7366.037799999118,4864845.549400002,1,2,107,2
1328,-7496.947206757963,4864853.117668681,2,1,3,1
12401,-7352.339699998499,4864837.949699998,4,2,113,2
8765,-7313.731119778006,4864792.063410872,3,2,136,1
18870,-7327.929099999367,4864824.406999998,1,2,112,2
18190,-7637.5564999990165,4864907.466200002,3,0,207,2
14527,-7317.6510000005355,4864794.628600001,1,2,137,2
13178,-7375.028700001538,4864855.459899999,3,2,106,2
16261,-7641.3297999985525,4864920.629500002,3,0,204,2
11227,-7636.297600001098,4864898.285099998,1,0,209,2
8068,-7643.428199999034,4864927.950800002,1,0,202,2
12229,-7376.904599998145,4864852.029399999,4,2,106,2
14677,-7376.631799999624,4864855.089699999,1,2,104,2
17347,-7635.299400001764,4864966.343500003,3,0,130,2
17299,-7638.814300000668,4864999.2282000035,2,0,121,2
4044,-7323.5506539456555,4864827.719507538,1,2,112,1
11610,-7324.080699998885,4864817.717,2,2,132,2
18050,-7669.247800000012,4864936.126800002,1,0,217,2
16540,-7636.080099999905,4864897.526100002,3,0,209,2
6116,-7443.8776770718405,4864873.551518895,2,1,206,1
5560,-7458.26419999823,4864852.0842999965,2,1,217,2
18677,-7352.348799999803,4864837.9547000015,1,2,109,2
14670,-7372.802999999374,4864849.302699998,1,2,106,2
2633,-7310.057300001383,4864815.156599999,4,2,119,2
15566,-7425.090500000864,4864858.2864999985,0,1,217,2
1051,-7413.921399999409,4864785.033399999,3,2,206,2
5732,-7333.1832000017175,4864822.766999997,0,2,108,2
13206,-7323.891800001264,4864818.059199996,3,2,125,2
543,-7348.8982000015685,4864756.556000002,3,2,238,2
3016,-7352.339699998499,4864837.949699998,4,2,113,2
9840,-7684.282400000841,4864931.8413999975,0,0,216,2
8536,-7641.899399999529,4865014.780100003,1,0,124,2
12501,-7506.559300001712,4864862.569799997,1,1,8,2
13384,-7519.0086999982595,4864949.452799998,0,1,121,2
10664,-7327.929099999367,4864824.406999998,2,2,111,2
17336,-7639.35000000149,4865001.098099999,3,0,120,2
2062,-7366.095899999142,4864845.581600003,3,2,108,2
10052,-7691.338399998844,4864928.212899998,3,0,223,2
7884,-7516.413621235639,4864937.650390036,1,1,102,1
19616,-7331.463799998164,4864768.513700001,1,2,207,2
10917,-7594.264100000262,4864982.456100002,3,0,108,2
3273,-7458.381099998952,4864852.149700001,0,1,213,2
4780,-7307.774300001563,4864814.599399999,0,2,121,2
4502,-7460.279699999839,4864824.969700001,0,1,248,2
10472,-7642.445999998598,4865016.687799999,3,0,123,2
5132,-7300.818990092725,4864817.599367015,0,2,122,1
18247,-7645.088700000197,4864948.9595,0,0,201,2
4329,-7308.779111966491,4864804.134827018,1,2,133,1
16154,-7635.4525999985635,4864966.3134,1,0,129,2
8133,-7611.129000000656,4864977.622000001,2,0,103,2
5877,-7423.060899998993,4864877.686099999,3,1,202,2
11878,-7312.58323821798,4864797.2368749315,1,2,135,1
408,-7395.100707694888,4864777.95992858,3,2,216,1
19932,-7485.468600001186,4864874.716200002,3,1,1,2
19766,-7523.601199999452,4864951.943599999,3,1,103,2
842,-7397.859799999744,4864783.668200001,3,2,214,2
1271,-7405.100900001824,4864789.7755,4,2,207,2
17644,-7640.679200001061,4864913.532200001,3,0,213,2
8097,-7641.899399999529,4865014.780100003,1,0,124,2
6375,-7316.835799999535,4864813.697499998,0,2,104,2
5705,-7411.353135820478,4864802.929530874,0,2,201,1
17204,-7644.034899998456,4864930.066799998,1,0,201,2
9688,-7516.413621235639,4864937.650390036,1,1,102,1
764,-7348.8982000015685,4864756.556000002,3,2,238,2
6744,-7316.881400000304,4864818.277500004,0,2,101,2
10237,-7324.582886133344,4864813.8198470175,2,2,132,1
9375,-7645.088700000197,4864948.9595,0,0,201,2
16057,-7636.960200000554,4864905.659699999,0,0,227,2
15062,-7410.692299999297,4864890.038199998,0,1,243,2
2412,-7340.524599999189,4864757.585900001,3,2,244,2
11888,-7316.906800001859,4864818.291699998,1,2,113,2
6012,-7422.3163000009945,4864895.611699998,3,1,203,2
7658,-7638.854200001805,4864999.367600001,1,0,119,2
4977,-7333.069099999964,4864771.151100002,0,2,209,2
4903,-7533.671000000089,4864939.661899999,3,1,116,2
17784,-7662.008200000972,4864934.443599999,1,0,227,2
3514,-7360.497299998999,4864837.920500003,1,2,119,2
5767,-7423.060899998993,4864877.686099999,3,1,202,2
590,-7457.242100000381,4864853.930299997,2,1,216,2
12662,-7501.238400001079,4864863.081799999,1,1,2,2
11319,-7596.2032000012705,4864981.900200002,2,0,107,2
4412,-7469.88919999823,4864815.057400003,1,1,209,2
19409,-7474.670000001788,4864865.918799996,3,1,12,2
8660,-7644.034899998456,4864930.066799998,3,0,201,2
1597,-7504.881400000304,4864865.5295,2,1,9,2
16249,-7641.899399999529,4865014.780100003,3,0,124,2
4178,-7341.63542748615,4864823.280540034,1,2,124,1
14069,-7318.341099999845,4864814.532499999,2,2,133,2
9515,-7636.083599999547,4864897.538199998,2,0,209,2
8808,-7568.053527798504,4864892.154664098,1,1,110,1
4600,-7317.617266863584,4864809.973069936,1,2,131,1
9436,-7633.205600000918,4864965.108800001,1,0,128,2
18972,-7316.86719999835,4864813.714900002,1,2,131,2
769,-7533.896200001241,4864939.258299999,2,1,105,2
3882,-7383.6702000014475,4864842.180799998,1,2,101,2
11001,-7377.096400000155,4864854.1538999975,3,2,105,2
1788,-7359.4400999993095,4864766.4086000025,2,2,205,2
18569,-7360.5392999984315,4864837.943800002,0,2,128,2
15801,-7616.5560000017285,4864975.878600001,0,0,113,2
19270,-7351.981125298886,4864843.493344098,0,2,140,1
3333,-7377.078269988298,4864842.961438999,1,2,115,1
10795,-7684.298099998385,4864931.813000001,1,0,221,2
19166,-7390.734700001776,4864835.035099998,1,2,141,2
4073,-7390.620600000025,4864836.055799998,1,2,140,2
4610,-7310.700860090554,4864800.670677118,1,2,134,1
3614,-7372.802999999374,4864849.302699998,1,2,106,2
17574,-7637.177999999374,4864993.520599999,2,0,120,2
18118,-7587.102299999446,4864986.090999998,2,0,109,2
4240,-7450.481994569302,4864817.724448785,0,1,247,1
6264,-7351.266699999572,4864837.354500003,0,2,140,2
11278,-7642.445999998598,4865016.687799999,1,0,123,2
1900,-7329.376800000668,4864825.210199997,3,2,129,2
3006,-7377.651299998164,4864772.941299997,3,2,250,2
18653,-7352.664768945426,4864829.44932691,0,2,124,1
19858,-7537.092713735999,4864945.534232535,3,1,116,1
14900,-7374.347500000149,4864845.604699999,1,2,115,2
8979,-7643.092399999499,4864947.8138,1,0,228,2
2921,-7327.958599999547,4864824.4234,4,2,116,2
15673,-7423.182180404663,4864855.7189594135,0,1,217,1
6474,-7320.078899998218,4864794.327799998,0,2,117,2
14422,-7562.192000001669,4864866.774599999,1,1,108,2
17002,-7648.530400000513,4864942.806100003,2,0,231,2
17440,-7611.0564999990165,4864981.801700003,0,0,120,2
537,-7350.146999999882,4864757.249200001,3,2,236,2
11976,-7404.8357000015685,4864808.159000002,1,2,214,2
6096,-7432.44810000062,4864883.152999997,3,1,203,2
5661,-7453.059500001371,4864828.6049000025,2,1,207,2
13125,-7337.716099999845,4864825.2817,2,2,128,2
4474,-7330.786899998784,4864821.437299997,1,2,127,2
19918,-7384.873199999332,4864780.518600002,1,2,204,2
2547,-7324.080699998885,4864817.717,4,2,138,2
9132,-7646.775800000876,4864926.0546,3,0,214,2
2790,-7350.146999999882,4864757.249200001,3,2,236,2
11313,-7640.289599999785,4865009.164800003,2,0,127,2
16825,-7683.855900000781,4864930.357900001,3,0,225,2
11612,-7332.1088000014415,4864822.170999996,2,2,129,2
2264,-7316.680700000374,4864814.058700003,3,2,127,2
14721,-7366.037799999118,4864845.549400002,1,2,107,2
15517,-7379.799400001764,4864849.157899998,1,2,103,2
3534,-7445.557873841374,4864826.589670561,0,1,202,1
4691,-7537.321899998933,4864895.775700003,3,1,113,2
11803,-7404.8357000015685,4864808.159000002,1,2,214,2
19811,-7519.11180000007,4864949.509800002,3,1,102,2
16968,-7633.04149999842,4864971.012100004,1,0,130,2
9882,-7674.97230000049,4864934.486199996,1,0,218,2
16248,-7637.839099999516,4865000.615699999,3,0,127,2
7485,-7568.86100000143,4864876.416199997,1,1,111,2
6925,-7321.8462610281995,4864826.773397222,0,2,103,1
19125,-7359.192999999971,4864841.751800002,1,2,108,2
7889,-7523.494500000029,4864951.885399997,1,1,104,2
12314,-7359.148499999195,4864841.7271,4,2,111,2
13102,-7327.929099999367,4864824.406999998,2,2,111,2
11518,-7510.211205821484,4864949.287095763,1,1,103,1
4520,-7423.060899998993,4864877.686099999,0,1,246,2
7849,-7352.520300000906,4864833.494800001,3,2,118,2
19532,-7327.479451861232,4864766.691086285,1,2,206,1
1742,-7377.846599999814,4864852.802199997,3,2,104,2
18384,-7643.117800001055,4864947.830799997,2,0,230,2
9352,-7377.078269988298,4864842.961438999,2,2,118,1
13360,-7352.520300000906,4864833.494800001,3,2,118,2
8863,-7324.080699998885,4864817.717,2,2,132,2
9371,-7638.067699998617,4865000.620200002,0,0,133,2
11540,-7578.461971551179,4864869.381579727,1,1,109,1
3743,-7381.686900001019,4864845.7553,1,2,102,2
6082,-7398.428199999034,4864788.038999997,0,2,203,2
1651,-7555.132300000639,4864885.251500003,2,1,107,2
7899,-7545.474832799286,4864929.947813578,1,1,106,1
3583,-7463.9465345703065,4864836.803314826,0,1,203,1
17605,-7603.15450000018,4864981.489799999,3,0,113,2
3232,-7352.520300000906,4864833.494800001,4,2,131,2
19929,-7496.900899998844,4864897.221900001,3,1,2,2
4074,-7317.6510000005355,4864794.628600001,1,2,137,2
17692,-7640.703999999911,4864913.5625,0,0,224,2
11598,-7311.216361027211,4864796.4609578485,2,2,138,1
17269,-7691.338399998844,4864928.212899998,2,0,224,2
8417,-7332.1088000014415,4864822.170999996,2,2,129,2
17650,-7682.559099998325,4864932.3116,3,0,221,2
5804,-7425.661100000143,4864873.132700004,3,1,201,2
13869,-7380.866799999028,4864847.233599998,2,2,103,2
11769,-7396.255971133708,4864776.28465306,1,2,203,1
2892,-7348.8982000015685,4864756.556000002,3,2,238,2
9384,-7680.134599998592,4864931.4921,0,0,237,2
11559,-7381.686900001019,4864845.7553,2,2,102,2
3977,-7422.2589999996135,4864895.579300001,0,1,237,2
15621,-7390.184700001031,4864838.919100001,1,2,143,2
1316,-7559.78200000152,4864871.373499997,2,1,108,2
9327,-7332.1088000014415,4864822.170999996,2,2,129,2
7191,-7669.247800000012,4864936.126800002,1,0,217,2
11040,-7309.517499998212,4864813.293499999,3,2,131,2
15362,-7425.090500000864,4864858.2864999985,0,1,217,2
6249,-7377.830699998885,4864852.706600003,0,2,137,2
7101,-7316.835799999535,4864813.697499998,0,2,104,2
15500,-7414.916941028088,4864881.27501066,1,1,202,1
14086,-7367.458799999206,4864841.782799996,2,2,120,2
13341,-7336.2989999987185,4864829.050399996,3,2,128,2
3099,-7337.394799999893,4864763.226999998,3,2,245,2
15316,-7367.458799999206,4864841.782799996,1,2,117,2
10544,-7377.096400000155,4864854.1538999975,3,2,105,2
11974,-7330.786899998784,4864821.437299997,1,2,127,2
6944,-7414.873469986021,4864881.276651077,2,1,202,1
8378,-7363.282299999148,4864844.0207,2,2,107,2
10941,-7632.033700000496,4864987.610399999,3,0,128,2
3667,-7466.445299256593,4864859.364375353,0,1,10,1
8258,-7390.435400001706,4864835.897,3,2,140,2
2380,-7391.35909999907,4864782.1516999975,3,2,215,2
19242,-7327.959273736924,4864815.692792743,1,2,128,1
19309,-7516.1983999982485,4864889.940200001,3,1,4,2
12023,-7323.5506539456555,4864827.719507538,1,2,112,1
16920,-7639.35000000149,4865001.098099999,1,0,120,2
13109,-7308.869500000029,4864814.4614999965,2,2,117,2
14790,-7457.755499999971,4864815.285700001,1,1,207,2
17678,-7661.896899998189,4864934.618799998,0,0,220,2
10655,-7377.296035300941,4864860.055810973,2,2,105,1
10932,-7641.5731999985865,4865008.853,3,0,122,2
14024,-7541.225999999791,4864920.757600002,0,1,118,2
17361,-7636.080099999905,4864897.526100002,3,0,209,2
1315,-7536.6211999990055,4864934.2251999965,2,1,106,2
2943,-7330.786899998784,4864821.437299997,4,2,136,2
597,-7331.747999999671,4864767.318000004,3,2,247,2
10146,-7510.211205821484,4864949.287095763,1,1,103,1
7547,-7324.080699998885,4864817.717,2,2,132,2
18912,-7366.256599999964,4864841.1159000015,0,2,129,2
16866,-7639.417199999094,4865001.277099997,0,0,128,2
1035,-7341.214999999851,4864756.341499999,3,2,243,2
14336,-7367.458799999206,4864841.782799996,3,2,113,2
11705,-7311.919399999082,4864808.963799998,1,2,132,2
18896,-7385.426100000738,4864839.015600003,0,2,133,2
11684,-7375.148099999876,4864773.7365000015,1,2,209,2
5542,-7401.9961999990055,4864790.018399999,0,2,202,2
6943,-7423.048200000077,4864877.7091000015,2,1,202,2
2699,-7344.968400001526,4864749.5759999985,3,2,241,2
18995,-7377.830699998885,4864852.706600003,0,2,137,2
1054,-7404.705499999225,4864787.466200002,3,2,210,2
7952,-7316.906800001859,4864818.2918,2,2,114,2
14881,-7417.502300001681,4864893.0326000005,1,1,203,2
15764,-7669.233500000089,4864936.154799998,0,0,212,2
14200,-7380.866799999028,4864847.233599998,2,2,103,2
16435,-7661.753100000322,4864938.275399998,2,0,217,2
14667,-7381.686900001019,4864845.7553,1,2,102,2
18508,-7377.133499998598,4864851.760499999,0,2,138,2
6323,-7435.067499998958,4864878.1545,3,1,204,2
18642,-7357.6981999985865,4864840.922600001,0,2,140,2
7491,-7549.37943457067,4864878.413713895,1,1,107,1
8243,-7536.435899998993,4864918.028399996,0,1,115,2
2446,-7359.913360092789,4864833.420775658,4,2,129,1
18761,-7359.192999999971,4864841.751800002,1,2,108,2
8923,-7650.165600001811,4864937.056900002,0,0,236,2
11255,-7691.338399998844,4864928.212899998,1,0,222,2
14170,-7353.723400000484,4864834.1625000015,3,2,117,2
7546,-7318.341099999845,4864814.532499999,2,2,133,2
1568,-7510.437173217535,4864949.2514167065,2,1,103,1
15847,-7639.7153999991715,4865007.160400003,1,0,126,2
9648,-7360.497299998999,4864837.920500003,3,2,115,2
15144,-7454.2391000017515,4864829.266000004,0,1,202,2
4845,-7533.671000000089,4864939.661899999,3,1,116,2
4004,-7453.170400001109,4864828.667000003,1,1,207,2
15303,-7458.381099998952,4864852.149700001,1,1,215,2
14974,-7444.290800001472,4864876.6844,0,1,224,2
16593,-7637.225699998437,4864993.806299998,0,0,126,2
10017,-7638.830899998547,4864999.286200002,3,0,119,2
11497,-7336.2989999987185,4864829.050399996,3,2,128,2
16764,-7633.292500000447,4864970.058799997,2,0,134,2
8533,-7640.98050000146,4865006.785599999,1,0,121,2
13377,-7568.939100001007,4864876.265799998,0,1,113,2
12352,-7523.494500000029,4864951.885399997,1,1,104,2
8744,-7325.052900001408,4864818.703599997,3,2,124,2
6565,-7300.818990092725,4864817.599367015,0,2,122,1
712,-7344.211399998516,4864750.939999999,3,2,242,2
6536,-7366.751436967404,4864837.214649305,0,2,129,1
1241,-7391.35909999907,4864782.1516999975,4,2,215,2
18571,-7360.5392999984315,4864837.943800002,0,2,128,2
1335,-7520.750472798942,4864854.415648371,2,1,7,1
3385,-7317.6510000005355,4864794.628600001,1,2,137,2
19116,-7316.835799999535,4864813.697499998,0,2,104,2
427,-7363.228232070805,4864760.277467221,3,2,230,1
6345,-7377.133499998598,4864851.760499999,0,2,138,2
14848,-7425.661100000143,4864873.132700004,0,1,216,2
4435,-7374.347500000149,4864845.604699999,1,2,115,2
11665,-7324.080699998885,4864817.717,1,2,129,2
15284,-7447.57271561399,4864877.348263264,0,1,224,1
3000,-7331.400499999522,4864768.478600003,3,2,248,2
6183,-7352.664768945426,4864829.44932691,0,2,124,1
17662,-7682.084399998189,4864930.865400001,3,0,226,2
18200,-7669.247800000012,4864936.126800002,3,0,218,2
12698,-7315.743400000036,4864802.071500003,4,2,122,2
3762,-7332.154229257256,4864832.493940249,1,2,111,1
15351,-7460.279699999839,4864824.969700001,0,1,248,2
10248,-7353.723400000484,4864834.1625000015,2,2,124,2
194,-7391.084499999882,4864779.909699999,3,2,218,2
9957,-7604.017799999566,4864981.242399998,2,0,114,2
3619,-7349.546000000089,4864836.3998000035,1,2,110,2
5282,-7404.436200000346,4864808.869900003,0,2,215,2
6163,-7300.818990092725,4864817.599367015,0,2,122,1
7837,-7372.802999999374,4864849.302699998,3,2,107,2
13896,-7312.981300000101,4864798.747699998,2,2,138,2
1338,-7515.720955301075,4864863.515449725,2,1,8,1
